year,state,district,season,crop,area_ha,perc
2019-20,Bihar,DARBHANGA,Rabi,Wheat,55818.0,55.0
2019-20,Bihar,DARBHANGA,Summer,Maize,759.0,9.0
2019-20,Bihar,DARBHANGA,Summer,Moong(GreenGram),6608.0,78.0
2019-20,Bihar,DARBHANGA,Summer,Rice,1119.0,13.0
2019-20,Bihar,DARBHANGA,Whole Year,Coriander,13.0,1.0
2019-20,Bihar,DARBHANGA,Whole Year,Sugarcane,1479.0,98.0
2019-20,Bihar,DARBHANGA,Whole Year,Turmeric,13.0,1.0
2019-20,Bihar,GAYA,Kharif,Arhar/Tur,1292.0,1.0
2019-20,Bihar,GAYA,Kharif,Horsegram,963.0,1.0
2019-20,Bihar,GAYA,Kharif,Moong(GreenGram),206.0,0.0
2019-20,Bihar,GAYA,Kharif,Potato,3350.0,4.0
2019-20,Bihar,GAYA,Kharif,Ragi,64.0,0.0
2019-20,Bihar,GAYA,Kharif,Rice,82937.0,93.0
2019-20,Bihar,GAYA,Kharif,Sesamum,62.0,0.0
2019-20,Bihar,GAYA,Kharif,Urad,18.0,0.0
2019-20,Bihar,GAYA,Rabi,Barley,180.0,0.0
2019-20,Bihar,GAYA,Rabi,Gram,3615.0,5.0
2019-20,Bihar,GAYA,Rabi,Khesari,172.0,0.0
2019-20,Bihar,GAYA,Rabi,Maize,270.0,0.0
2019-20,Bihar,GAYA,Rabi,Masoor,5917.0,7.0
2019-20,Bihar,GAYA,Rabi,Onion,540.0,1.0
2019-20,Bihar,GAYA,Rabi,Potato,2548.0,3.0
2019-20,Bihar,GAYA,Rabi,Rapeseed&Mustard,791.0,1.0
2019-20,Bihar,GAYA,Rabi,Wheat,65674.0,82.0
2019-20,Bihar,GAYA,Summer,Maize,649.0,21.0
2019-20,Bihar,GAYA,Summer,Moong(GreenGram),2394.0,79.0
2019-20,Bihar,GOPALGANJ,Kharif,Arhar/Tur,282.0,1.0
2019-20,Bihar,GOPALGANJ,Kharif,OtherKharifpulses,20.0,0.0
2019-20,Bihar,GOPALGANJ,Kharif,Potato,476.0,2.0
2019-20,Bihar,GOPALGANJ,Kharif,Ragi,3.0,0.0
2019-20,Bihar,GOPALGANJ,Kharif,Rice,27575.0,97.0
2019-20,Bihar,GOPALGANJ,Kharif,Urad,52.0,0.0
2019-20,Bihar,GOPALGANJ,Rabi,Maize,10102.0,8.0
2019-20,Bihar,GOPALGANJ,Rabi,Masoor,287.0,0.0
2019-20,Bihar,GOPALGANJ,Rabi,Onion,69.0,0.0
2019-20,Bihar,GOPALGANJ,Rabi,Peas&beans(Pulses),442.0,0.0
2019-20,Bihar,GOPALGANJ,Rabi,Potato,2900.0,2.0
2019-20,Bihar,GOPALGANJ,Rabi,Rapeseed&Mustard,3040.0,2.0
2019-20,Bihar,GOPALGANJ,Rabi,Rice,36424.0,28.0
2019-20,Bihar,GOPALGANJ,Rabi,Wheat,74868.0,58.0
2019-20,Bihar,GOPALGANJ,Summer,Maize,452.0,47.0
2019-20,Bihar,GOPALGANJ,Summer,Moong(GreenGram),506.0,53.0
2019-20,Bihar,GOPALGANJ,Whole Year,Sugarcane,16261.0,99.0
2019-20,Bihar,GOPALGANJ,Whole Year,Tobacco,211.0,1.0
2019-20,Bihar,JAMUI,Kharif,Arhar/Tur,1494.0,4.0
2019-20,Bihar,JAMUI,Kharif,Horsegram,308.0,1.0
2019-20,Bihar,JAMUI,Kharif,Moong(GreenGram),130.0,0.0
2019-20,Bihar,JAMUI,Kharif,Potato,967.0,3.0
2019-20,Bihar,JAMUI,Kharif,Rice,33324.0,92.0
2019-20,Bihar,JAMUI,Rabi,Barley,152.0,1.0
2019-20,Bihar,JAMUI,Rabi,Gram,2356.0,8.0
2019-20,Bihar,JAMUI,Rabi,Maize,2591.0,9.0
2019-20,Bihar,JAMUI,Rabi,Masoor,1119.0,4.0
2019-20,Bihar,JAMUI,Rabi,Onion,318.0,1.0
2019-20,Bihar,JAMUI,Rabi,Potato,1094.0,4.0
2019-20,Bihar,JAMUI,Rabi,Rapeseed&Mustard,1121.0,4.0
2019-20,Bihar,JAMUI,Rabi,Rice,840.0,3.0
2019-20,Bihar,JAMUI,Rabi,Wheat,18441.0,66.0
2019-20,Bihar,JAMUI,Summer,Maize,488.0,40.0
2019-20,Bihar,JAMUI,Summer,Moong(GreenGram),727.0,60.0
2019-20,Bihar,JAMUI,Whole Year,Sugarcane,25.0,100.0
2019-20,Bihar,JEHANABAD,Kharif,Arhar/Tur,193.0,1.0
2019-20,Bihar,JEHANABAD,Kharif,Moong(GreenGram),75.0,0.0
2019-20,Bihar,JEHANABAD,Kharif,Potato,1134.0,4.0
2019-20,Bihar,JEHANABAD,Kharif,Ragi,35.0,0.0
2019-20,Bihar,JEHANABAD,Kharif,Rice,26648.0,95.0
2019-20,Bihar,JEHANABAD,Kharif,Sannhamp,12.0,0.0
2019-20,Bihar,JEHANABAD,Kharif,Urad,44.0,0.0
2019-20,Bihar,JEHANABAD,Rabi,Barley,86.0,0.0
2019-20,Bihar,JEHANABAD,Rabi,Gram,1937.0,5.0
2019-20,Bihar,JEHANABAD,Rabi,Khesari,4423.0,12.0
2019-20,Bihar,JEHANABAD,Rabi,Linseed,79.0,0.0
2019-20,Bihar,JEHANABAD,Rabi,Maize,203.0,1.0
2019-20,Bihar,JEHANABAD,Rabi,Masoor,5498.0,14.0
2019-20,Bihar,JEHANABAD,Rabi,Onion,130.0,0.0
2019-20,Bihar,JEHANABAD,Rabi,Peas&beans(Pulses),711.0,2.0
2019-20,Bihar,JEHANABAD,Rabi,Potato,239.0,1.0
2019-20,Bihar,JEHANABAD,Rabi,Rapeseed&Mustard,185.0,0.0
2019-20,Bihar,JEHANABAD,Rabi,Sunflower,3.0,0.0
2019-20,Bihar,JEHANABAD,Rabi,Wheat,24605.0,65.0
2019-20,Bihar,JEHANABAD,Summer,Maize,174.0,60.0
2019-20,Bihar,JEHANABAD,Summer,Moong(GreenGram),116.0,40.0
2019-20,Bihar,JEHANABAD,Whole Year,Coriander,22.0,13.0
2019-20,Bihar,JEHANABAD,Whole Year,Garlic,8.0,5.0
2019-20,Bihar,JEHANABAD,Whole Year,Sugarcane,143.0,83.0
2019-20,Bihar,KAIMUR (BHABUA),Kharif,Arhar/Tur,584.0,0.0
2019-20,Bihar,KAIMUR (BHABUA),Kharif,Moong(GreenGram),206.0,0.0
2019-20,Bihar,KAIMUR (BHABUA),Kharif,OtherKharifpulses,189.0,0.0
2019-20,Bihar,KAIMUR (BHABUA),Kharif,Potato,66.0,0.0
2019-20,Bihar,KAIMUR (BHABUA),Kharif,Ragi,2.0,0.0
2019-20,Bihar,KAIMUR (BHABUA),Kharif,Rice,134445.0,99.0
2019-20,Bihar,KAIMUR (BHABUA),Kharif,Sesamum,70.0,0.0
2019-20,Bihar,KAIMUR (BHABUA),Kharif,Urad,176.0,0.0
2019-20,Bihar,KAIMUR (BHABUA),Rabi,Barley,425.0,0.0
2019-20,Bihar,KAIMUR (BHABUA),Rabi,Gram,2719.0,2.0
2019-20,Bihar,KAIMUR (BHABUA),Rabi,Khesari,402.0,0.0
2019-20,Bihar,KAIMUR (BHABUA),Rabi,Linseed,436.0,0.0
2019-20,Bihar,KAIMUR (BHABUA),Rabi,Maize,330.0,0.0
2019-20,Bihar,KAIMUR (BHABUA),Rabi,Masoor,2377.0,2.0
2019-20,Bihar,KAIMUR (BHABUA),Rabi,Onion,236.0,0.0
2019-20,Bihar,KAIMUR (BHABUA),Rabi,Peas&beans(Pulses),1111.0,1.0
2019-20,Bihar,KAIMUR (BHABUA),Rabi,Potato,373.0,0.0
2019-20,Bihar,KAIMUR (BHABUA),Rabi,Rapeseed&Mustard,3276.0,3.0
2019-20,Bihar,KAIMUR (BHABUA),Rabi,Sunflower,2.0,0.0
2019-20,Bihar,KAIMUR (BHABUA),Rabi,Wheat,98301.0,89.0
2019-20,Bihar,KAIMUR (BHABUA),Summer,Maize,44.0,27.0
2019-20,Bihar,KAIMUR (BHABUA),Summer,Moong(GreenGram),120.0,73.0
2019-20,Bihar,KAIMUR (BHABUA),Whole Year,Coriander,1.0,1.0
2019-20,Bihar,KAIMUR (BHABUA),Whole Year,Garlic,59.0,48.0
2019-20,Bihar,KAIMUR (BHABUA),Whole Year,Sugarcane,64.0,52.0
2019-20,Bihar,KATIHAR,Kharif,Arhar/Tur,3.0,0.0
2019-20,Bihar,KATIHAR,Kharif,Horsegram,482.0,1.0
2019-20,Bihar,KATIHAR,Kharif,Jute,8051.0,10.0
2019-20,Bihar,KATIHAR,Kharif,Mesta,764.0,1.0
2019-20,Bihar,KATIHAR,Kharif,Moong(GreenGram),18.0,0.0
2019-20,Bihar,KATIHAR,Kharif,Potato,4315.0,5.0
2019-20,Bihar,KATIHAR,Kharif,Rice,65598.0,81.0
2019-20,Bihar,KATIHAR,Kharif,Sannhamp,33.0,0.0
2019-20,Bihar,KATIHAR,Kharif,Sesamum,108.0,0.0
2019-20,Bihar,KATIHAR,Kharif,Smallmillets,2.0,0.0
2019-20,Bihar,KATIHAR,Kharif,Urad,1116.0,1.0
2019-20,Bihar,KATIHAR,Rabi,Khesari,74.0,0.0
2019-20,Bihar,KATIHAR,Rabi,Maize,40629.0,49.0
2019-20,Bihar,KATIHAR,Rabi,Masoor,1386.0,2.0
2019-20,Bihar,KATIHAR,Rabi,Onion,450.0,1.0
2019-20,Bihar,KATIHAR,Rabi,Peas&beans(Pulses),618.0,1.0
2019-20,Bihar,KATIHAR,Rabi,Potato,4742.0,6.0
2019-20,Bihar,KATIHAR,Rabi,Rapeseed&Mustard,1960.0,2.0
2019-20,Bihar,KATIHAR,Rabi,Rice,8796.0,11.0
2019-20,Bihar,KATIHAR,Rabi,Wheat,23810.0,29.0
2019-20,Bihar,KATIHAR,Summer,Maize,25273.0,51.0
2019-20,Bihar,KATIHAR,Summer,Moong(GreenGram),2748.0,6.0
2019-20,Bihar,KATIHAR,Summer,Rice,21568.0,43.0
2019-20,Bihar,KATIHAR,Whole Year,Coriander,2.0,0.0
2019-20,Bihar,KATIHAR,Whole Year,Garlic,227.0,52.0
2019-20,Bihar,KATIHAR,Whole Year,Ginger,100.0,23.0
2019-20,Bihar,KATIHAR,Whole Year,Turmeric,111.0,25.0
2019-20,Bihar,KHAGARIA,Kharif,Arhar/Tur,179.0,1.0
2019-20,Bihar,KHAGARIA,Kharif,Horsegram,527.0,3.0
2019-20,Bihar,KHAGARIA,Kharif,Jowar,10.0,0.0
2019-20,Bihar,KHAGARIA,Kharif,Mesta,5.0,0.0
2019-20,Bihar,KHAGARIA,Kharif,Moong(GreenGram),331.0,2.0
2019-20,Bihar,KHAGARIA,Kharif,OtherKharifpulses,26.0,0.0
2019-20,Bihar,KHAGARIA,Kharif,Potato,578.0,3.0
2019-20,Bihar,KHAGARIA,Kharif,Ragi,85.0,0.0
2019-20,Bihar,KHAGARIA,Kharif,Rice,13316.0,68.0
2019-20,Bihar,KHAGARIA,Kharif,Sannhamp,82.0,0.0
2019-20,Bihar,KHAGARIA,Kharif,Smallmillets,662.0,3.0
2019-20,Bihar,KHAGARIA,Kharif,Soyabean,1608.0,8.0
2019-20,Bihar,KHAGARIA,Kharif,Urad,2245.0,11.0
2019-20,Bihar,KHAGARIA,Rabi,Barley,44.0,0.0
2019-20,Bihar,KHAGARIA,Rabi,Gram,17.0,0.0
2019-20,Bihar,KHAGARIA,Rabi,Khesari,175.0,0.0
2019-20,Bihar,KHAGARIA,Rabi,Linseed,14.0,0.0
2019-20,Bihar,KHAGARIA,Rabi,Maize,51134.0,57.0
2019-20,Bihar,KHAGARIA,Rabi,Masoor,548.0,1.0
2019-20,Bihar,KHAGARIA,Rabi,Onion,186.0,0.0
2019-20,Bihar,KHAGARIA,Rabi,OtherRabipulses,8.0,0.0
2019-20,Bihar,KHAGARIA,Rabi,Peas&beans(Pulses),1269.0,1.0
2019-20,Bihar,KHAGARIA,Rabi,Potato,780.0,1.0
2019-20,Bihar,KHAGARIA,Rabi,Rapeseed&Mustard,2974.0,3.0
2019-20,Bihar,KHAGARIA,Rabi,Rice,4774.0,5.0
2019-20,Bihar,KHAGARIA,Rabi,Sunflower,638.0,1.0
2019-20,Bihar,KHAGARIA,Rabi,Wheat,27870.0,31.0
2019-20,Bihar,KHAGARIA,Summer,Maize,8351.0,82.0
2019-20,Bihar,KHAGARIA,Summer,Moong(GreenGram),1503.0,15.0
2019-20,Bihar,KHAGARIA,Summer,Rice,334.0,3.0
2019-20,Bihar,KHAGARIA,Whole Year,Coriander,160.0,76.0
2019-20,Bihar,KHAGARIA,Whole Year,Garlic,33.0,16.0
2019-20,Bihar,KHAGARIA,Whole Year,Sugarcane,11.0,5.0
2019-20,Bihar,KHAGARIA,Whole Year,Turmeric,7.0,3.0
2019-20,Bihar,KISHANGANJ,Kharif,Arhar/Tur,42.0,0.0
2019-20,Bihar,KISHANGANJ,Kharif,Jute,16174.0,19.0
2019-20,Bihar,KISHANGANJ,Kharif,Mesta,1603.0,2.0
2019-20,Bihar,KISHANGANJ,Kharif,Moong(GreenGram),896.0,1.0
2019-20,Bihar,KISHANGANJ,Kharif,OtherKharifpulses,96.0,0.0
2019-20,Bihar,KISHANGANJ,Kharif,Potato,2464.0,3.0
2019-20,Bihar,KISHANGANJ,Kharif,Ragi,133.0,0.0
2019-20,Bihar,KISHANGANJ,Kharif,Rice,63636.0,75.0
2019-20,Bihar,KISHANGANJ,Kharif,Sesamum,259.0,0.0
2019-20,Bihar,KISHANGANJ,Kharif,Urad,93.0,0.0
2019-20,Bihar,KISHANGANJ,Rabi,Barley,33.0,0.0
2019-20,Bihar,KISHANGANJ,Rabi,Gram,201.0,1.0
2019-20,Bihar,KISHANGANJ,Rabi,Khesari,381.0,1.0
2019-20,Bihar,KISHANGANJ,Rabi,Linseed,1803.0,7.0
2019-20,Bihar,KISHANGANJ,Rabi,Maize,1299.0,5.0
2019-20,Bihar,KISHANGANJ,Rabi,Masoor,875.0,3.0
2019-20,Bihar,KISHANGANJ,Rabi,Onion,303.0,1.0
2019-20,Bihar,KISHANGANJ,Rabi,Potato,869.0,3.0
2019-20,Bihar,KISHANGANJ,Rabi,Rapeseed&Mustard,1448.0,5.0
2019-20,Bihar,KISHANGANJ,Rabi,Rice,2059.0,8.0
2019-20,Bihar,KISHANGANJ,Rabi,Wheat,17817.0,66.0
2019-20,Bihar,KISHANGANJ,Summer,Maize,1876.0,9.0
2019-20,Bihar,KISHANGANJ,Summer,Moong(GreenGram),6248.0,30.0
2019-20,Bihar,KISHANGANJ,Summer,Rice,12698.0,61.0
2019-20,Bihar,KISHANGANJ,Whole Year,Coriander,33.0,3.0
2019-20,Bihar,KISHANGANJ,Whole Year,Garlic,263.0,23.0
2019-20,Bihar,KISHANGANJ,Whole Year,Ginger,206.0,18.0
2019-20,Bihar,KISHANGANJ,Whole Year,Sugarcane,75.0,7.0
2019-20,Bihar,KISHANGANJ,Whole Year,Tobacco,71.0,6.0
2019-20,Bihar,KISHANGANJ,Whole Year,Turmeric,485.0,43.0
2019-20,Bihar,LAKHISARAI,Kharif,Rice,35827.0,100.0
2019-20,Bihar,LAKHISARAI,Kharif,Soyabean,84.0,0.0
2019-20,Bihar,LAKHISARAI,Rabi,Gram,3139.0,8.0
2019-20,Bihar,LAKHISARAI,Rabi,Khesari,1973.0,5.0
2019-20,Bihar,LAKHISARAI,Rabi,Maize,4144.0,11.0
2019-20,Bihar,LAKHISARAI,Rabi,Masoor,3229.0,9.0
2019-20,Bihar,LAKHISARAI,Rabi,Onion,21.0,0.0
2019-20,Bihar,LAKHISARAI,Rabi,Peas&beans(Pulses),807.0,2.0
2019-20,Bihar,LAKHISARAI,Rabi,Potato,49.0,0.0
2019-20,Bihar,LAKHISARAI,Rabi,Rapeseed&Mustard,2671.0,7.0
2019-20,Bihar,LAKHISARAI,Rabi,Wheat,21918.0,58.0
2019-20,Bihar,LAKHISARAI,Summer,Moong(GreenGram),53.0,100.0
2019-20,Bihar,MADHEPURA,Kharif,Arhar/Tur,5.0,0.0
2019-20,Bihar,MADHEPURA,Kharif,Castorseed,9.0,0.0
2019-20,Bihar,MADHEPURA,Kharif,Horsegram,584.0,1.0
2019-20,Bihar,MADHEPURA,Kharif,Jute,3225.0,4.0
2019-20,Bihar,MADHEPURA,Kharif,Mesta,2128.0,3.0
2019-20,Bihar,MADHEPURA,Kharif,Moong(GreenGram),172.0,0.0
2019-20,Bihar,MADHEPURA,Kharif,OtherKharifpulses,1.0,0.0
2019-20,Bihar,MADHEPURA,Kharif,Potato,1342.0,2.0
2019-20,Bihar,MADHEPURA,Kharif,Ragi,19.0,0.0
2019-20,Bihar,MADHEPURA,Kharif,Rice,66449.0,89.0
2019-20,Bihar,MADHEPURA,Kharif,Sannhamp,27.0,0.0
2019-20,Bihar,MADHEPURA,Kharif,Sesamum,40.0,0.0
2019-20,Bihar,MADHEPURA,Kharif,Smallmillets,35.0,0.0
2019-20,Bihar,MADHEPURA,Kharif,Urad,398.0,1.0
2019-20,Bihar,MADHEPURA,Rabi,Barley,2.0,0.0
2019-20,Bihar,MADHEPURA,Rabi,Khesari,354.0,0.0
2019-20,Bihar,MADHEPURA,Rabi,Linseed,38.0,0.0
2019-20,Bihar,MADHEPURA,Rabi,Maize,23042.0,30.0
2019-20,Bihar,MADHEPURA,Rabi,Masoor,360.0,0.0
2019-20,Bihar,MADHEPURA,Rabi,Onion,213.0,0.0
2019-20,Bihar,MADHEPURA,Rabi,Peas&beans(Pulses),778.0,1.0
2019-20,Bihar,MADHEPURA,Rabi,Potato,1457.0,2.0
2019-20,Bihar,MADHEPURA,Rabi,Rapeseed&Mustard,1097.0,1.0
2019-20,Bihar,MADHEPURA,Rabi,Rice,17890.0,23.0
2019-20,Bihar,MADHEPURA,Rabi,Sunflower,2102.0,3.0
2019-20,Bihar,MADHEPURA,Rabi,Wheat,30196.0,39.0
2019-20,Bihar,MADHEPURA,Summer,Maize,16916.0,51.0
2019-20,Bihar,MADHEPURA,Summer,Moong(GreenGram),14863.0,45.0
2019-20,Bihar,MADHEPURA,Summer,Rice,1480.0,4.0
2019-20,Bihar,MADHEPURA,Whole Year,Coriander,2.0,1.0
2019-20,Bihar,MADHEPURA,Whole Year,Garlic,89.0,24.0
2019-20,Bihar,MADHEPURA,Whole Year,Ginger,1.0,0.0
2019-20,Bihar,MADHEPURA,Whole Year,Sugarcane,211.0,57.0
2019-20,Bihar,MADHEPURA,Whole Year,Turmeric,68.0,18.0
2019-20,Bihar,MADHUBANI,Kharif,Arhar/Tur,140.0,0.0
2019-20,Bihar,MADHUBANI,Kharif,Castorseed,1.0,0.0
2019-20,Bihar,MADHUBANI,Kharif,Horsegram,565.0,0.0
2019-20,Bihar,MADHUBANI,Kharif,Mesta,9.0,0.0
2019-20,Bihar,MADHUBANI,Kharif,Potato,2470.0,2.0
2019-20,Bihar,MADHUBANI,Kharif,Ragi,54.0,0.0
2019-20,Bihar,MADHUBANI,Kharif,Rice,138230.0,97.0
2019-20,Bihar,MADHUBANI,Kharif,Sannhamp,3.0,0.0
2019-20,Bihar,MADHUBANI,Kharif,Sesamum,30.0,0.0
2019-20,Bihar,MADHUBANI,Kharif,Urad,616.0,0.0
2019-20,Bihar,MADHUBANI,Rabi,Barley,7.0,0.0
2019-20,Bihar,MADHUBANI,Rabi,Gram,4.0,0.0
2019-20,Bihar,MADHUBANI,Rabi,Khesari,207.0,0.0
2019-20,Bihar,MADHUBANI,Rabi,Linseed,100.0,0.0
2019-20,Bihar,MADHUBANI,Rabi,Maize,158.0,0.0
2019-20,Bihar,MADHUBANI,Rabi,Masoor,8638.0,6.0
2019-20,Bihar,MADHUBANI,Rabi,Onion,338.0,0.0
2019-20,Bihar,MADHUBANI,Rabi,OtherRabipulses,53.0,0.0
2019-20,Bihar,MADHUBANI,Rabi,Peas&beans(Pulses),46.0,0.0
2019-20,Bihar,MADHUBANI,Rabi,Potato,1880.0,1.0
2019-20,Bihar,MADHUBANI,Rabi,Rapeseed&Mustard,443.0,0.0
2019-20,Bihar,MADHUBANI,Rabi,Rice,50671.0,34.0
2019-20,Bihar,MADHUBANI,Rabi,Sunflower,1.0,0.0
2019-20,Bihar,MADHUBANI,Rabi,Wheat,87674.0,58.0
2019-20,Bihar,MADHUBANI,Summer,Maize,53.0,0.0
2019-20,Bihar,MADHUBANI,Summer,Moong(GreenGram),12503.0,67.0
2019-20,Bihar,MADHUBANI,Summer,Rice,6223.0,33.0
2019-20,Bihar,MADHUBANI,Whole Year,Coriander,24.0,24.0
2019-20,Bihar,MADHUBANI,Whole Year,Garlic,22.0,22.0
2019-20,Bihar,MADHUBANI,Whole Year,Sugarcane,25.0,26.0
2019-20,Bihar,MADHUBANI,Whole Year,Turmeric,27.0,28.0
2019-20,Bihar,MUNGER,Kharif,Arhar/Tur,45.0,0.0
2019-20,Bihar,MUNGER,Kharif,Horsegram,84.0,0.0
2019-20,Bihar,MUNGER,Kharif,Moong(GreenGram),154.0,1.0
2019-20,Bihar,MUNGER,Kharif,OtherKharifpulses,1.0,0.0
2019-20,Bihar,MUNGER,Kharif,Potato,222.0,1.0
2019-20,Bihar,MUNGER,Kharif,Rice,25790.0,98.0
2019-20,Bihar,MUNGER,Kharif,Sannhamp,1.0,0.0
2019-20,Bihar,MUNGER,Kharif,Smallmillets,1.0,0.0
2019-20,Bihar,MUNGER,Rabi,Gram,828.0,5.0
2019-20,Bihar,MUNGER,Rabi,Khesari,98.0,1.0
2019-20,Bihar,MUNGER,Rabi,Linseed,128.0,1.0
2019-20,Bihar,MUNGER,Rabi,Maize,1160.0,7.0
2019-20,Bihar,MUNGER,Rabi,Masoor,652.0,4.0
2019-20,Bihar,MUNGER,Rabi,Onion,16.0,0.0
2019-20,Bihar,MUNGER,Rabi,Peas&beans(Pulses),395.0,2.0
2019-20,Bihar,MUNGER,Rabi,Potato,327.0,2.0
2019-20,Bihar,MUNGER,Rabi,Rapeseed&Mustard,496.0,3.0
2019-20,Bihar,MUNGER,Rabi,Wheat,13662.0,77.0
2019-20,Bihar,MUNGER,Summer,Maize,1123.0,73.0
2019-20,Bihar,MUNGER,Summer,Moong(GreenGram),148.0,10.0
2019-20,Bihar,MUNGER,Summer,Rice,262.0,17.0
2019-20,Bihar,MUNGER,Whole Year,Sugarcane,48.0,100.0
2019-20,Bihar,MUZAFFARPUR,Kharif,Arhar/Tur,489.0,1.0
2019-20,Bihar,MUZAFFARPUR,Kharif,Potato,536.0,1.0
2019-20,Bihar,MUZAFFARPUR,Kharif,Rice,88930.0,99.0
2019-20,Bihar,MUZAFFARPUR,Kharif,Sesamum,15.0,0.0
2019-20,Bihar,MUZAFFARPUR,Rabi,Barley,282.0,0.0
2019-20,Bihar,MUZAFFARPUR,Rabi,Gram,117.0,0.0
2019-20,Bihar,MUZAFFARPUR,Rabi,Khesari,413.0,0.0
2019-20,Bihar,MUZAFFARPUR,Rabi,Linseed,34.0,0.0
2019-20,Bihar,MUZAFFARPUR,Rabi,Maize,21150.0,11.0
2019-20,Bihar,MUZAFFARPUR,Rabi,Masoor,893.0,0.0
2019-20,Bihar,MUZAFFARPUR,Rabi,Onion,118.0,0.0
2019-20,Bihar,MUZAFFARPUR,Rabi,OtherRabipulses,293.0,0.0
2019-20,Bihar,MUZAFFARPUR,Rabi,Peas&beans(Pulses),110.0,0.0
2019-20,Bihar,MUZAFFARPUR,Rabi,Potato,4892.0,3.0
2019-20,Bihar,MUZAFFARPUR,Rabi,Rapeseed&Mustard,4995.0,3.0
2019-20,Bihar,MUZAFFARPUR,Rabi,Rice,30459.0,16.0
2019-20,Bihar,MUZAFFARPUR,Rabi,Sunflower,1.0,0.0
2019-20,Bihar,MUZAFFARPUR,Rabi,Wheat,127915.0,67.0
2019-20,Bihar,MUZAFFARPUR,Summer,Maize,12013.0,33.0
2019-20,Bihar,MUZAFFARPUR,Summer,Moong(GreenGram),24425.0,67.0
2019-20,Bihar,MUZAFFARPUR,Whole Year,Coriander,93.0,5.0
2019-20,Bihar,MUZAFFARPUR,Whole Year,Garlic,43.0,3.0
2019-20,Bihar,MUZAFFARPUR,Whole Year,Ginger,34.0,2.0
2019-20,Bihar,MUZAFFARPUR,Whole Year,Sugarcane,1106.0,65.0
2019-20,Bihar,MUZAFFARPUR,Whole Year,Tobacco,329.0,19.0
2019-20,Bihar,MUZAFFARPUR,Whole Year,Turmeric,106.0,6.0
2019-20,Bihar,NALANDA,Kharif,Arhar/Tur,190.0,0.0
2019-20,Bihar,NALANDA,Kharif,Castorseed,1.0,0.0
2019-20,Bihar,NALANDA,Kharif,Moong(GreenGram),665.0,1.0
2019-20,Bihar,NALANDA,Kharif,Potato,1733.0,2.0
2019-20,Bihar,NALANDA,Kharif,Ragi,6.0,0.0
2019-20,Bihar,NALANDA,Kharif,Rice,101737.0,97.0
2019-20,Bihar,NALANDA,Kharif,Sannhamp,1.0,0.0
2019-20,Bihar,NALANDA,Kharif,Sesamum,6.0,0.0
2019-20,Bihar,NALANDA,Kharif,Smallmillets,19.0,0.0
2019-20,Bihar,NALANDA,Rabi,Barley,67.0,0.0
2019-20,Bihar,NALANDA,Rabi,Gram,5182.0,4.0
2019-20,Bihar,NALANDA,Rabi,Khesari,4054.0,3.0
2019-20,Bihar,NALANDA,Rabi,Linseed,97.0,0.0
2019-20,Bihar,NALANDA,Rabi,Maize,3518.0,3.0
2019-20,Bihar,NALANDA,Rabi,Masoor,12346.0,10.0
2019-20,Bihar,NALANDA,Rabi,Onion,1027.0,1.0
2019-20,Bihar,NALANDA,Rabi,OtherRabipulses,40.0,0.0
2019-20,Bihar,NALANDA,Rabi,Peas&beans(Pulses),826.0,1.0
2019-20,Bihar,NALANDA,Rabi,Potato,3121.0,3.0
2019-20,Bihar,NALANDA,Rabi,Rapeseed&Mustard,3717.0,3.0
2019-20,Bihar,NALANDA,Rabi,Rice,2.0,0.0
2019-20,Bihar,NALANDA,Rabi,Sunflower,106.0,0.0
2019-20,Bihar,NALANDA,Rabi,Wheat,89130.0,72.0
2019-20,Bihar,NALANDA,Summer,Maize,2423.0,63.0
2019-20,Bihar,NALANDA,Summer,Moong(GreenGram),1415.0,37.0
2019-20,Bihar,NALANDA,Summer,Rice,8.0,0.0
2019-20,Bihar,NALANDA,Whole Year,Coriander,946.0,95.0
2019-20,Bihar,NALANDA,Whole Year,Garlic,49.0,5.0
2019-20,Bihar,NAWADA,Kharif,Arhar/Tur,1076.0,2.0
2019-20,Bihar,NAWADA,Kharif,Groundnut,730.0,1.0
2019-20,Bihar,NAWADA,Kharif,Horsegram,226.0,0.0
2019-20,Bihar,NAWADA,Kharif,Moong(GreenGram),327.0,0.0
2019-20,Bihar,NAWADA,Kharif,OtherKharifpulses,337.0,0.0
2019-20,Bihar,NAWADA,Kharif,Potato,1755.0,3.0
2019-20,Bihar,NAWADA,Kharif,Ragi,122.0,0.0
2019-20,Bihar,NAWADA,Kharif,Rice,63874.0,93.0
2019-20,Bihar,NAWADA,Kharif,Sannhamp,38.0,0.0
2019-20,Bihar,NAWADA,Kharif,Sesamum,97.0,0.0
2019-20,Bihar,NAWADA,Kharif,Urad,24.0,0.0
2019-20,Bihar,NAWADA,Rabi,Barley,43.0,0.0
2019-20,Bihar,NAWADA,Rabi,Gram,1811.0,3.0
2019-20,Bihar,NAWADA,Rabi,Khesari,788.0,1.0
2019-20,Bihar,NAWADA,Rabi,Linseed,158.0,0.0
2019-20,Bihar,NAWADA,Rabi,Maize,751.0,1.0
2019-20,Bihar,NAWADA,Rabi,Masoor,3269.0,6.0
2019-20,Bihar,NAWADA,Rabi,Onion,28.0,0.0
2019-20,Bihar,NAWADA,Rabi,Peas&beans(Pulses),140.0,0.0
2019-20,Bihar,NAWADA,Rabi,Potato,420.0,1.0
